word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
Cafees	1	0	0	0	0	0	0	0	0	0
bewachtest	0	0	0	0	0	0	0	0	0	1
seider	1	0	0	0	0	0	0	0	0	0
unwiederrüfflich	0	1	0	0	0	0	0	0	0	0
Serviett	0	0	0	0	0	0	0	1	0	0
würtz't	1	0	0	0	0	0	0	0	0	0
gedieht	1	0	0	1	0	0	1	0	0	0
beleidig '	0	1	1	0	1	0	0	0	0	0
klayden	1	0	0	0	0	0	0	0	0	0
muthigsten	1	0	0	0	0	1	0	0	0	0
Organifation	1	0	0	1	0	0	1	0	1	1
prozeßsüchtig	0	1	1	0	1	0	0	0	0	0
compakten	0	0	0	0	0	0	0	0	0	1
Einsprützungen	0	0	0	0	0	1	0	0	0	0
sänget	1	0	0	1	0	0	1	1	0	1
compaktes	0	0	0	0	0	0	0	0	0	1
Serviete	0	0	0	0	0	0	0	1	0	0
mahtes	0	1	0	0	0	0	0	1	0	0
bewahr '	1	0	0	0	0	0	0	0	0	0
Empöhrungen	0	1	1	0	1	0	0	0	0	0
seiden	1	0	0	0	0	0	0	0	0	0
Gfar	0	1	0	1	0	1	0	0	0	0
Kröppel	0	1	0	0	0	1	0	1	0	0
bettten	1	0	0	1	0	1	1	0	1	1
vergähen	0	1	1	0	1	1	0	1	0	0
schmutzigt	0	1	1	0	1	1	0	1	0	0
Genosse	1	0	0	1	0	0	1	0	0	1
wildern	0	1	1	0	0	1	0	0	0	0
außlase	0	1	0	0	0	0	0	0	0	0
Wein (	0	0	0	0	0	0	0	1	0	0
Todea	0	1	1	1	1	1	0	1	1	0
rochlosen	0	1	0	0	1	1	0	1	1	0
untriuwe	0	1	1	0	1	1	0	1	0	0
trokn '	0	1	0	0	0	0	0	1	0	0
bethet '	1	0	0	1	0	1	1	0	1	1
glühenderem	1	0	0	0	0	0	0	0	0	0
vntreue	0	1	1	0	1	1	0	1	0	0
spucken '	0	1	0	0	0	1	0	0	0	0
entdekt '	1	0	0	0	0	0	0	0	0	0
Eklatante	0	1	1	0	1	0	0	0	0	0
respektabel	1	0	0	0	0	0	0	0	0	1
allzugeschikt	1	0	0	0	0	0	0	0	0	1
Höller	0	1	1	0	1	1	0	1	0	0
teihle	1	0	0	1	0	0	1	0	0	1
eyffrichst	1	0	0	0	0	0	1	0	0	1
aussezen	0	0	0	1	0	1	0	0	0	0
Geschenck '	1	0	0	1	0	0	1	0	1	1
Erziehungs	1	0	1	1	1	1	1	0	0	1
geschmeid'ger	1	0	0	0	0	0	0	0	0	0
erregbarsten	1	0	0	0	0	0	0	0	0	0
Verderbtheit '	0	1	1	0	1	0	0	0	0	0
aussezet	0	0	0	1	0	1	0	0	0	0
himelische	1	0	0	1	0	0	1	0	0	1
rst	1	0	0	0	0	0	0	0	0	0
geliesert	1	0	0	0	0	0	0	0	0	1
Erziehunge	1	0	1	1	1	1	1	0	0	1
ungehorsamme	0	1	1	0	0	0	0	0	0	0
anmuhtigste	1	0	0	0	0	0	0	0	0	0
vernichtest	0	1	1	0	0	1	0	1	0	0
Züchtigung	0	1	0	0	0	0	0	0	0	0
Paedagogische	1	0	0	0	0	0	0	0	0	1
hilflosere	0	1	0	0	0	1	0	1	0	0
Heilstu	1	0	0	0	0	0	1	0	0	1
außsezte	0	0	0	1	0	1	0	0	0	0
anklagend	0	1	1	0	0	1	0	0	0	0
Genössest	1	0	0	1	0	0	1	0	0	1
Bündnissene	1	0	0	0	0	0	0	0	0	1
brächchen	0	0	0	0	0	0	0	0	1	0
vnebnen	0	1	0	0	0	0	0	0	0	0
Enteignung	0	1	0	0	0	0	0	0	0	0
Hiemäl	1	0	0	0	0	0	1	0	0	1
vnebnes	0	1	0	0	0	0	0	0	0	0
vnebner	0	1	0	0	0	0	0	0	0	0
hungerich	0	1	0	1	0	0	0	0	0	0
saugest	0	1	0	0	0	0	0	0	0	0
Schuld'n	0	1	1	0	1	0	0	0	0	0
demüthigist	0	1	1	0	0	0	0	1	0	0
Melancholeyen	0	1	0	0	0	0	0	1	0	0
unterbrächts	0	1	0	0	0	0	0	1	0	0
zufried	1	0	0	0	0	0	1	0	0	0
Schwers '	0	1	1	0	0	1	0	1	0	0
Spitzbübischen	0	1	0	0	0	0	0	0	0	0
allegemein	1	0	0	0	0	0	0	0	0	1
lynchen	0	1	1	0	1	1	0	1	0	0
Schüldneren	0	1	0	0	0	1	0	0	0	0
Grechtigkeit	1	0	0	0	0	0	0	0	0	1
allerhöchstgen	0	1	0	0	0	0	0	0	0	0
Theod	0	1	1	1	1	1	0	1	1	0
Kräncklichen	0	1	0	0	0	1	0	1	0	0
Erlieg '	0	1	0	0	0	0	0	0	0	0
warnahmen	1	0	0	0	0	0	0	0	0	1
Kräncklicher	0	1	0	0	0	1	0	1	0	0
trokenen	0	1	0	0	0	0	0	1	0	0
Vnfälle	0	1	0	0	0	1	0	1	1	0
verfolgungs	0	1	1	0	1	1	0	1	0	0
anspannend	0	1	1	0	0	0	0	0	0	0
heßlicheren	0	1	0	0	1	0	0	0	0	0
Froeden	1	0	0	1	0	0	1	0	0	0
Bancket	1	0	0	1	0	0	1	0	0	0
weisen	0	1	0	0	0	1	0	1	0	0
liffert	1	0	0	0	0	0	0	0	0	1
stoltzeste	1	0	0	1	0	0	1	0	0	1
Gefangenn	0	1	1	0	1	1	0	1	0	0
Francq	1	0	0	0	0	0	0	0	0	1
εy	1	0	0	0	0	0	0	0	0	0
Mufik	0	1	0	0	1	0	0	0	0	0
obscönes	0	1	0	0	1	0	0	0	0	0
regierts	1	0	0	0	0	0	0	0	0	1
Vnüberwindlich	0	1	0	0	0	1	0	1	0	0
Anwalden	0	1	1	0	1	1	0	0	0	0
Mufic	0	1	0	0	1	0	0	0	0	0
verbundenste	0	0	0	0	0	0	0	0	0	1
arbayt	1	0	0	0	0	0	0	0	0	0
verschlagenem	0	1	0	0	0	0	0	0	0	0
unvorhergesehen	0	0	0	0	0	0	0	0	1	0
regiertn	1	0	0	0	0	0	0	0	0	1
aufblähst	0	1	0	0	1	0	0	0	0	0
drucken	0	1	0	0	0	0	0	0	0	0
Gründ	1	0	0	0	0	0	0	0	0	0
Grüne	1	0	0	0	0	0	1	0	0	1
begrüss '	1	0	0	0	0	0	1	0	0	0
vergüsst	0	1	1	0	0	1	0	0	0	0
unerklärlichsten	0	1	0	0	0	0	0	0	1	0
wunderbahrlichen	1	0	0	1	0	0	1	0	0	1
irise	0	0	0	0	0	1	0	0	0	0
obstruirt	0	1	0	0	0	0	0	0	0	0
Geheimnüs-voll	0	0	0	1	0	1	0	0	1	0
einreichet	0	0	0	1	0	0	0	0	0	0
etablirt	1	0	0	0	0	0	1	0	0	0
wigen	0	0	0	1	0	0	0	0	0	1
Conglomerats	0	0	0	0	0	0	0	0	0	1
Verfarens	1	0	0	0	0	1	0	0	0	0
brech '	0	0	0	0	0	0	0	0	1	0
famosis	1	0	0	0	0	0	0	0	0	0
einreichen	0	0	0	1	0	0	0	0	0	0
schneidigern	1	0	0	0	0	0	0	0	0	0
Kablan	0	0	0	0	0	0	0	0	0	1
Rahte	0	1	0	0	1	1	0	0	0	0
etablire	1	0	0	0	0	0	1	0	0	0
Gifft '	0	1	1	0	1	1	0	1	0	0
etablira	1	0	0	0	0	0	1	0	0	0
Schäffere	1	0	0	0	0	0	0	0	0	1
Hypotheses	0	0	0	1	0	0	0	0	1	0
höhste	0	1	0	0	0	0	0	0	0	0
Hinternus	0	1	1	0	0	1	0	1	0	0
Offne	1	0	0	1	0	0	1	0	1	1
gewysen	0	1	0	0	0	1	0	1	0	0
Hogeln	1	1	0	0	0	0	0	0	0	1
gelegentlich	0	0	0	0	0	0	0	0	1	0
verderbn	0	1	1	1	1	1	0	1	0	0
vertraw't	0	0	0	0	0	0	0	0	0	1
gewinn'n	1	0	0	0	0	0	0	0	0	0
Abziehen	0	1	1	0	0	0	0	0	0	0
belad '	0	1	0	0	0	0	0	0	0	0
Wächter	1	0	0	0	0	1	0	0	0	1
armseeligste	0	1	0	0	1	0	0	1	0	0
Kriger	1	0	1	0	0	1	0	0	0	0
Constructeure	1	0	0	0	0	0	0	0	0	0
settigest	0	1	0	0	1	0	0	0	0	0
beginnestu	0	0	0	1	0	0	0	0	0	0
Würfflen	0	0	0	0	0	0	0	0	0	1
benemen	0	1	0	0	0	0	0	0	0	0
hertzlichs	1	0	0	0	0	0	1	1	0	1
vberflüessig	0	1	0	0	0	0	0	0	0	0
verfluchts	0	1	1	0	0	1	0	1	0	0
einsperret	0	1	1	0	1	1	0	1	0	0
aufblehend	0	1	0	0	1	0	0	0	0	0
Blueth	1	0	0	1	0	0	1	0	0	1
hertzlicht	1	0	0	0	0	0	1	1	0	1
prägnant	1	0	0	0	0	0	0	0	0	0
befalch	0	1	0	0	1	1	0	0	0	0
Copieren	0	1	0	0	0	0	0	0	0	0
häftig	0	1	1	0	1	1	0	0	1	0
Waan	0	1	1	0	0	1	0	1	0	0
Fettleibigkeit	0	1	0	0	1	0	0	1	0	0
Grafschafften	0	0	0	0	0	0	0	0	0	1
Waar	1	0	0	0	0	0	1	0	0	1
muthmaslich	0	0	0	0	0	0	0	0	0	1
Wöhrter	0	1	1	0	0	0	0	0	0	0
hertzliche	1	0	0	0	0	0	1	1	0	1
außländer	0	1	0	0	1	1	0	0	0	0
hertzlichn	1	0	0	0	0	0	1	1	0	1
biblischten	1	0	0	0	0	0	0	0	0	0
verschmierest	0	1	0	0	0	0	0	0	0	0
Strohms	1	0	0	0	0	0	0	0	0	0
tire	0	1	1	0	0	1	0	1	0	0
entdäcket	1	0	0	0	0	0	0	0	0	0
gelägenheiten	1	0	0	1	0	0	0	0	0	0
vorbereyten	1	0	0	1	0	0	0	0	0	1
stirbestu	0	1	0	0	0	1	0	1	0	0
Bareda	1	0	0	0	0	0	0	0	0	0
Mittelmäßige	0	1	0	0	0	0	0	0	0	0
Mikroscopia	1	0	0	0	0	0	0	0	0	0
beßre	1	0	0	1	0	0	1	0	1	1
Schäffers	1	0	0	0	0	0	0	0	0	1
Vberschreytung	0	1	0	0	0	0	0	0	0	0
Schönheit '	1	0	0	0	0	0	1	0	0	0
feyert	1	0	0	1	0	0	1	0	0	0
Trikka	0	1	0	0	0	0	0	0	1	0
Intellectuelle	1	0	0	0	0	0	0	0	0	0
Krafft ;	0	1	1	0	0	1	0	0	0	0
Solide	1	0	0	0	0	0	0	0	0	0
heil'n	1	0	0	0	0	0	1	0	0	1
tief '	0	1	1	0	0	0	0	0	0	0
allerwahrste	1	0	0	0	0	0	1	0	0	1
hitten	0	1	0	0	1	0	0	1	0	0
üblichern	1	0	0	0	0	0	0	0	0	1
erbschafften	1	0	0	1	0	0	1	0	1	1
lebhaffte	1	0	0	0	0	0	1	0	0	0
Stelle	0	0	0	0	0	0	0	0	0	1
fürgabet	0	1	0	0	0	0	0	0	0	0
Placats	0	0	0	0	0	0	0	0	1	0
wise	1	0	0	0	0	0	0	0	0	0
Vorrahts	1	0	0	0	0	0	0	0	0	0
Schroht	1	0	0	0	0	0	0	0	0	0
heil't	1	0	0	0	0	0	1	0	0	1
Flocke	0	1	0	0	0	0	0	0	0	0
menschlicht	1	0	0	0	0	0	0	0	0	0
revoluzionär	1	0	0	0	0	0	0	0	0	0
processes	0	1	0	0	1	0	0	0	0	0
widersprüchlich	0	1	0	0	0	0	0	0	0	0
Auseinandersetzung	0	1	1	0	0	0	0	0	0	0
Heyligkeit	1	0	0	1	0	1	1	0	1	1
heftigers	0	1	1	0	1	1	0	0	1	0
wunderbar '	1	0	0	1	0	0	1	0	0	1
Groteschen	0	1	0	0	1	0	0	0	0	0
grau	0	0	0	0	1	0	0	1	0	0
ynkommens	1	1	0	1	0	0	1	1	0	1
ehestandt	1	0	0	1	0	0	1	0	0	1
menschlige	1	0	0	0	0	0	0	0	0	0
g'nädig	1	0	0	0	0	0	0	0	0	0
erläget	0	1	0	0	0	0	0	0	0	0
heftigern	0	1	1	0	1	1	0	0	1	0
heftigerm	0	1	1	0	1	1	0	0	1	0
Umbgeben	1	1	0	1	0	0	0	0	0	0
Verstümmelung	0	1	1	0	1	1	0	1	0	0
vestisten	1	0	0	1	0	0	1	0	1	0
processen	0	1	0	0	1	0	0	0	0	0
abfuret	0	0	0	1	0	0	0	1	0	0
brüchichtes	0	1	0	0	0	0	0	1	0	0
verreth	0	1	1	0	1	0	0	1	1	0
Veter	0	0	0	0	0	0	0	0	0	1
erträgest	1	0	0	0	0	0	0	0	0	0
Walh	1	0	0	0	0	0	0	0	0	0
spotten	0	1	1	0	1	0	0	1	0	0
formloseste	0	1	0	0	0	0	0	0	0	0
eynwyhen	0	1	0	0	0	0	0	0	0	1
hilff	1	0	0	0	0	0	0	0	0	0
Wjld	0	1	1	0	0	1	0	0	0	0
τρώων	1	0	0	0	0	0	0	0	0	1
verboths	0	1	0	0	0	0	0	0	0	0
intressirte	1	0	0	0	1	0	0	1	0	0
Beileides	1	0	0	0	0	0	0	1	0	0
baweten	0	1	0	0	0	0	0	1	0	0
verleurestu	0	1	0	0	0	1	0	0	0	0
kämpftet	0	1	1	0	0	1	0	1	0	0
Wircksamkeit	1	0	0	0	0	0	0	0	0	0
zeleggen	0	0	0	0	0	0	0	1	0	0
Reitres	1	0	0	0	0	0	0	0	0	0
erschrackte	0	1	0	0	0	1	0	1	1	0
süchen	0	0	0	1	0	0	0	0	0	0
Heerschafft	0	0	0	0	0	1	0	0	0	1
Gürttel	0	1	1	0	0	1	0	0	0	0
verstürbet	0	1	0	0	0	0	0	1	0	0
gedeyen	1	0	0	1	0	0	1	0	0	0
süchet	0	0	0	1	0	0	0	0	0	0
Mädchnes	1	0	0	0	0	0	0	0	0	0
wankete	0	1	0	0	0	1	0	0	0	0
verstürben	0	1	0	0	0	0	0	1	0	0
anmaaßen	0	1	1	0	0	0	0	0	0	0
Auslaufen	0	1	0	0	0	0	0	0	0	0
Fridlichem	1	0	0	1	0	0	1	0	1	1
erschrackts	0	1	0	0	0	1	0	1	1	0
widerwärtigs	0	1	0	0	1	0	0	0	0	0
allernohtwendigsten	0	1	0	0	0	0	0	0	0	0
geschlägen	0	1	1	0	0	1	0	1	1	0
glühenderes	1	0	0	0	0	0	0	0	0	0
phantasirt '	0	1	0	0	0	0	0	1	0	0
eclatanter	0	1	1	0	1	0	0	0	0	0
Sri	0	1	0	0	0	0	0	1	0	0
süeze	1	0	0	1	0	0	1	0	1	1
ausgliche	1	0	0	0	0	0	0	0	0	0
köstlichs	1	0	0	0	0	0	0	0	0	0
eiffrichst	1	0	0	0	0	0	1	0	0	1
Vngläubig	0	1	1	0	1	0	0	0	0	0
ärgerlichster	0	1	1	0	0	0	0	0	0	0
Lutringen	0	1	0	0	1	0	0	0	0	0
brühmtesten	1	0	0	0	0	0	0	0	0	0
aufblehest	0	1	0	0	1	0	0	0	0	0
gehüngert	0	1	0	0	0	0	0	0	0	0
Schütz	1	0	0	0	0	0	0	0	0	0
Verschwellung	0	1	0	0	0	1	0	0	0	0
Außfälle	0	0	0	0	0	0	0	0	1	0
Ermutigen	1	0	0	0	0	0	1	0	0	1
behaupten '	0	1	0	0	0	0	0	0	0	0
genossnen	1	0	0	1	0	0	1	0	0	1
trewester	1	0	0	0	0	0	0	0	0	1
Titlen	1	0	0	0	0	0	0	0	0	1
allerwirksamste	1	0	0	0	0	0	0	0	0	1
flott	1	0	0	0	0	0	0	0	0	0
Inficiren	0	1	0	0	1	0	0	0	0	0
zerfellet	0	1	0	0	1	1	0	0	0	0
Höle	0	1	1	0	1	1	0	1	0	0
Unschuldigerer	1	0	0	0	0	0	0	0	0	1
Unschuldigeres	1	0	0	0	0	0	0	0	0	1
behaupten ;	0	1	0	0	0	0	0	0	0	0
früchtbare	1	0	0	0	0	0	0	0	0	0
menschlichn	1	0	0	0	0	0	0	0	0	0
feindt	0	1	1	0	1	1	0	0	0	0
Begeisterte	1	0	0	1	0	0	1	0	1	0
auffgegeben	0	1	0	0	0	1	0	1	0	0
Oeffn	1	0	0	1	0	0	1	0	1	1
Lob	1	0	0	0	0	0	1	0	0	1
füeren	0	0	0	0	0	0	0	0	0	1
Beglaitung	1	0	0	1	0	0	1	0	0	1
blutigern	0	1	1	0	1	1	0	1	0	0
demut	1	0	0	0	0	0	0	0	0	1
Lod	1	0	0	0	0	0	0	0	0	0
allwüssenden	1	0	0	0	0	0	0	0	0	1
Oby	0	1	0	0	1	1	0	0	0	0
Lon	1	0	0	0	0	0	1	0	0	0
trübeste	0	1	0	0	1	0	0	1	0	0
zersteut	0	1	1	0	0	0	0	0	0	0
Unsruchtbarkeit	0	1	0	0	0	0	0	1	0	0
Lop	1	0	0	0	0	0	1	0	0	1
g'flogen	1	0	0	0	0	1	0	0	0	0
Music	1	0	0	0	0	0	1	1	0	0
Lot	1	0	0	0	0	0	0	0	0	0
zurükziehn	0	1	1	0	0	0	0	0	0	0
verbohtenes	0	1	0	0	0	0	0	1	0	0
frewntschafft	1	0	0	0	0	0	1	0	0	1
hohl	0	1	0	0	0	0	0	1	0	0
Musik	1	0	0	0	0	0	1	1	0	0
Sanftmüthigste	0	0	0	0	0	0	0	1	0	0
blutigers	0	1	1	0	1	1	0	1	0	0
verbohtener	0	1	0	0	0	0	0	1	0	0
Freundten	1	0	0	0	0	0	1	0	0	1
sark	0	1	0	0	0	1	0	1	0	0
Tödtet '	0	1	0	0	0	1	0	1	0	0
begonn	0	0	0	1	0	0	0	0	0	0
eynkommen	1	1	0	1	0	0	1	1	0	1
Euangeliens	1	0	0	0	0	0	0	0	0	1
attraction	1	0	0	0	0	0	0	0	0	0
müede	0	1	0	0	0	0	0	1	0	0
sarc	0	1	0	0	0	1	0	1	0	0
unzertrennlichere	1	0	0	0	0	0	1	0	0	1
Materiel	1	0	0	0	0	0	0	0	0	0
willt	0	1	0	0	0	0	0	1	0	0
Scharpffrichter	0	1	1	0	0	1	0	1	0	0
Trödeln	0	1	0	0	0	0	0	0	0	0
vorbohte	0	1	1	1	0	1	0	0	0	0
bedaur'st	0	1	1	0	1	0	0	1	0	0
markirt	1	0	0	0	0	0	0	0	0	0
quic	0	1	0	0	0	0	0	0	0	0
ahrt	1	0	0	0	0	0	1	0	0	1
Güteren	1	0	0	1	0	0	1	0	1	1
Attrappe	0	1	0	0	0	0	0	0	0	0
Schweregen	0	1	1	0	0	1	0	1	0	0
ädlen	1	0	0	0	0	0	0	0	0	1
vnaußsprechlichste	1	0	0	0	0	0	0	0	0	0
ädlem	1	0	0	0	0	0	0	0	0	1
Stoltz	1	0	0	1	0	0	1	0	0	1
glühente	1	0	0	0	0	0	0	0	0	0
allerglücklichster	1	0	0	1	0	0	1	0	0	1
Land|Landen	1	0	0	0	0	0	0	0	0	0
Symmetrieen	1	0	0	0	0	0	1	0	0	1
Politic	0	0	0	0	0	0	0	0	0	1
Vaterr	0	0	0	0	0	0	0	0	0	1
schleimigtes	0	1	0	0	1	0	0	0	0	0
empffangen	1	0	0	0	0	0	0	0	0	0
Politik	0	0	0	0	0	0	0	0	0	1
abzihet	0	1	1	0	0	0	0	0	0	0
ädler	1	0	0	0	0	0	0	0	0	1
ädles	1	0	0	0	0	0	0	0	0	1
logisch	1	0	0	0	0	0	0	0	0	0
Ane	0	1	0	0	0	0	0	1	0	0
hallen	0	0	0	0	0	0	0	0	0	1
theoretisch	1	0	0	0	0	0	0	0	0	0
Verdunkelnd	0	1	0	0	0	1	0	1	0	0
erfüllen '	1	0	0	0	0	0	1	0	0	0
miethen	1	0	0	1	0	0	1	0	0	1
Uebergriffe	0	1	0	0	0	1	0	0	0	0
Bündniße	1	0	0	0	0	0	0	0	0	1
Verdammnus	0	1	1	0	0	1	0	1	0	0
Rahtgeber	0	1	1	0	0	1	0	0	0	1
Strahlende	1	0	0	1	0	0	1	0	0	0
benihmet	0	1	0	0	0	0	0	0	0	0
erfüllen ;	1	0	0	0	0	0	1	0	0	0
Uebergriffs	0	1	0	0	0	1	0	0	0	0
beräue	1	0	0	0	0	1	0	0	0	0
oberflächlichern	0	1	0	0	0	0	0	0	0	0
Vornehmber	1	0	0	0	0	0	0	0	0	0
unsterblichsten	1	0	0	1	0	0	1	1	0	1
erbrächens	0	1	0	0	0	0	0	0	0	0
speeres	0	1	1	1	0	1	0	0	0	0
gsogen	0	1	0	0	0	0	0	0	0	0
verwyrren	0	1	0	0	0	0	0	0	0	0
Geduldt	1	0	0	1	0	0	0	0	0	1
interessiret	1	0	0	0	1	0	0	1	0	0
gruhß	1	0	0	0	0	0	0	0	1	0
βαλλὴν	0	1	0	0	0	1	0	0	0	0
Bäpsten	1	0	0	0	0	0	0	0	0	0
Vornehmben	1	0	0	0	0	0	0	0	0	0
beseitz	1	0	0	1	0	0	1	0	0	1
unsterblichster	1	0	0	1	0	0	1	1	0	1
füeret	0	0	0	0	0	0	0	0	0	1
Asymetrien	0	0	0	0	1	0	0	0	0	0
Betrügerische	0	1	0	0	1	0	0	1	0	0
Spases	1	0	0	1	0	0	1	0	0	0
lieb '	1	0	0	1	0	0	1	0	0	1
Geschänck	1	0	0	1	0	0	1	0	1	1
vorfichtigen	1	0	0	1	0	1	0	0	0	1
selbstgefälliger	0	1	0	0	0	0	0	0	0	0
allerundurchdringlichste	0	0	0	0	0	0	0	0	0	1
Kreüz	0	1	0	0	0	0	0	0	0	0
vererdente	0	1	0	0	0	1	0	1	0	0
Rückgrates	1	0	1	0	0	0	0	0	0	1
Blinddarmentzündung	0	1	0	0	0	1	0	1	0	0
vermuthest	0	0	0	0	0	0	0	0	1	0
Eisin	1	0	0	0	0	0	0	0	0	1
Tihr	0	1	1	0	0	1	0	1	0	0
Stüll	1	0	0	0	0	0	1	0	0	0
bewöhret	0	0	0	0	0	0	0	0	0	1
wehlte	1	0	0	0	0	0	0	0	0	1
fährat	0	1	1	0	1	1	0	0	1	0
Lösun [ g ]	1	0	0	0	0	0	0	0	0	0
abheben	0	1	0	0	0	0	0	1	0	0
aufrecken	1	0	0	1	0	0	1	0	1	1
Herlich	1	0	0	0	0	0	1	0	0	0
sprew	0	1	1	0	0	1	0	0	0	0
nehrhaffteste	1	0	0	0	0	0	0	1	0	0
spreu	0	1	1	0	0	1	0	0	0	0
Nachsicht'ger	1	0	0	0	0	0	0	0	0	0
kräfft	0	1	1	0	0	1	0	0	0	0
Miserable	0	1	0	0	0	0	0	1	0	0
Vortheyl	1	0	0	0	0	0	0	0	0	0
füyren	0	0	0	0	0	0	0	0	0	1
besaßin	1	0	0	1	0	0	1	0	0	1
heiden	0	1	0	0	0	1	0	0	0	0
unbeweglich ;	1	1	0	0	0	0	0	0	0	1
Gehalt	1	0	0	1	0	0	1	0	0	1
reychthumb	1	0	0	0	0	0	1	0	0	1
entkräfte	0	1	0	0	0	0	0	0	0	0
almälig	0	0	0	1	0	0	0	0	0	0
zufellig	0	1	0	0	0	1	0	0	1	0
grimmiglich	0	1	1	1	1	1	0	1	0	0
abhebet	0	1	0	0	0	0	0	1	0	0
hübschern	1	0	0	1	0	0	1	0	0	1
Fantasi	1	0	0	1	0	0	1	0	0	0
Königthums	1	0	0	0	0	0	0	0	0	0
Warsagerey	0	0	0	1	0	0	0	0	0	0
verjüngest	1	0	0	0	0	0	0	0	0	0
freiester	1	0	0	0	0	0	1	0	0	1
freiestes	1	0	0	0	0	0	1	0	0	1
freiestem	1	0	0	0	0	0	1	0	0	1
Snayde	0	1	1	1	0	1	0	1	0	0
begrüßend	1	0	0	0	0	0	1	0	0	0
Königthume	1	0	0	0	0	0	0	0	0	0
Organsation	1	0	0	1	0	0	1	0	1	1
speyest	0	0	0	0	1	0	0	0	0	0
zuend	0	1	0	0	0	1	0	0	1	0
himmlischens	1	0	0	1	0	0	1	0	0	1
Sterb	0	1	0	0	0	1	0	1	0	0
hübschers	1	0	0	1	0	0	1	0	0	1
Mennliches	1	0	0	0	0	0	0	0	0	0
vorleuffers	1	0	0	0	0	0	0	0	0	0
schreuwend	0	1	0	0	0	0	0	1	0	0
Gedeyt	1	0	0	1	0	0	1	0	0	0
geistern	0	0	0	0	0	1	0	0	0	0
bekümmerst	0	1	0	0	0	1	0	0	0	0
Verbeüt	0	1	0	0	0	0	0	0	0	0
sowech	0	1	0	0	0	0	0	0	0	0
empfienge	1	0	0	0	0	0	0	0	0	0
wuchset	1	0	0	1	0	0	1	0	0	1
allmächtges	1	0	0	0	0	0	0	0	0	0
Hauptgen	1	0	0	0	0	0	0	0	0	0
Bäden	0	1	0	0	0	0	0	1	0	0
Gräf	1	0	0	0	0	0	0	0	0	0
gesangk	1	0	1	1	0	0	1	0	1	0
wargenomben	1	0	0	0	0	0	0	0	0	1
verruchloset	0	1	0	0	1	1	0	1	1	0
Kuckkuck	0	1	0	0	0	0	0	0	0	0
großartigeres	1	0	0	1	0	0	1	0	1	1
bestraf '	0	1	1	1	1	1	0	1	0	0
gegenteihl	0	1	0	0	0	0	0	0	0	0
verwürkten	0	1	1	0	0	0	0	1	0	0
Senkung	0	1	0	0	0	0	0	0	0	0
Kähte	0	1	1	0	0	0	0	1	0	0
bedrücketen	0	1	0	0	0	0	0	1	0	0
trosten	1	0	0	0	0	0	0	0	0	0
bekanteren	1	1	0	0	0	0	0	0	0	1
Brüch '	0	1	0	0	0	1	0	1	1	0
Auffrechte	1	0	0	0	0	0	0	0	0	1
geschieckt	1	0	0	0	0	0	0	0	0	1
verzeihen '	0	1	0	0	0	0	0	0	0	0
spätest	0	1	0	0	0	0	0	1	0	0
Wrackes	0	1	1	0	1	1	0	1	1	0
schubsen	0	1	1	0	0	0	0	0	0	0
verwaltest	1	0	0	0	0	0	0	0	0	1
crocodil	0	0	0	0	0	1	0	0	0	0
gepflücket	0	1	0	0	0	0	0	0	0	0
troster	1	0	0	0	0	0	0	0	0	0
bekanterer	1	1	0	0	0	0	0	0	0	1
Wae	0	1	0	0	1	1	0	1	0	0
Maul-Thiere	0	1	1	0	0	0	0	0	0	1
Jntereßirten	1	0	0	0	1	0	0	1	0	0
Falcken	0	0	0	0	0	1	0	0	0	0
Bünten	0	1	0	0	0	1	0	0	0	0
Schlachtfeld	0	1	0	0	0	1	0	0	0	0
schädlich ;	0	1	1	0	1	1	0	0	0	0
abgrissen	0	1	1	0	0	0	0	1	0	0
Beschäftiget	1	0	0	1	0	0	1	0	0	1
Leual	1	0	0	0	0	1	1	0	1	1
aufrichtigers	1	0	0	0	0	0	0	0	0	1
gehorch	0	0	0	0	0	1	0	0	0	1
Hasset	0	1	1	0	1	1	0	1	0	0
snel	0	0	0	0	0	0	0	0	1	0
Unterarm	0	0	1	1	0	0	0	0	0	0
heisiren	0	1	0	0	0	0	0	0	0	0
verdynet	1	0	0	0	0	0	0	0	0	0
Hassen	0	1	1	0	1	1	0	1	0	0
vffgehoben	0	1	0	0	0	0	0	0	0	0
aufrichtigern	1	0	0	0	0	0	0	0	0	1
staerker	1	0	0	0	0	0	0	0	0	0
infantil	0	1	1	0	1	0	0	0	0	0
aufrichtigere	1	0	0	0	0	0	0	0	0	1
Curiösität	0	1	0	0	1	0	0	1	1	0
Thugent	1	0	0	0	0	0	0	0	0	1
Lockuogel	0	0	0	0	0	0	0	0	1	0
zaubereren	1	0	0	1	0	0	0	0	1	0
zehlen	1	0	0	0	0	0	0	0	0	1
verzöget	0	1	0	0	0	0	0	0	0	0
Prophezejung	0	0	0	1	0	0	0	0	0	0
Baktriens	0	1	0	0	1	1	0	1	0	0
Misverstand	0	1	0	0	0	0	0	0	0	0
Capläne	0	0	0	0	0	0	0	0	0	1
zehlet	1	0	0	0	0	0	0	0	0	1
sagen	0	1	0	1	0	0	0	0	0	0
Thugend	1	0	0	0	0	0	0	0	0	1
allwissendem	1	0	0	0	0	0	0	0	0	1
Träulosen	0	1	0	0	0	0	0	1	0	0
